Mod:Item:MetaData, Localized Name
EnderTanks:blockEnderTank:273, Ender Tank
EnderTanks:blockEnderTank:546, Ender Tank
EnderTanks:blockEnderTank:819, Ender Tank
EnderTanks:blockEnderTank:1092, Ender Tank
EnderTanks:blockEnderTank:1365, Ender Tank
EnderTanks:blockEnderTank:1638, Ender Tank
EnderTanks:blockEnderTank:1911, Ender Tank
EnderTanks:blockEnderTank:2184, Ender Tank
EnderTanks:blockEnderTank:2457, Ender Tank
EnderTanks:blockEnderTank:2730, Ender Tank
EnderTanks:blockEnderTank:3003, Ender Tank
EnderTanks:blockEnderTank:3276, Ender Tank
EnderTanks:blockEnderTank:3549, Ender Tank
EnderTanks:blockEnderTank:3822, Ender Tank
EnderTanks:blockEnderTank:4095, Ender Tank
exnihilo:barrel:0, Oak Barrel
exnihilo:barrel:1, Spruce Barrel
exnihilo:barrel:2, Birch Barrel
exnihilo:barrel:3, Jungle Barrel
exnihilo:barrel:4, Acacia Barrel
exnihilo:barrel:5, Dark Oak Barrel
exnihilo:barrel_stone, tile.exnihilo.barrel_stone.name
exnihilo:crucible, tile.exnihilo.crucible.name
exnihilo:crucible_unfired, tile.exnihilo.crucible_unfired.name
exnihilo:dust, Dust
exnihilo:infested_leaves:0, Infested Leaves
exnihilo:sifting_table:0, Oak Sieve
exnihilo:sifting_table:1, Spruce Sieve
exnihilo:sifting_table:2, Birch Sieve
exnihilo:sifting_table:3, Jungle Sieve
exnihilo:sifting_table:4, Acacia Sieve
exnihilo:sifting_table:5, Dark Oak Sieve
exnihilo:bee_trap, Artificial Hive
exnihilo:bee_trap_treated, Scented Artificial Hive
exnihilo:exnihilo.gravel_nether, Crushed Netherrack
exnihilo:exnihilo.gravel_ender, Crushed End Stone
exnihilo:witchwater, Witch Water
extracells:certustank, extracells.block.certustank.name
extracells:walrus, Walrus
extracells:fluidcrafter, ME Fluid Assembler
extracells:ecbaseblock:0, ME Fluid Interface
extracells:ecbaseblock:1, ME Fluid Auto Filler
extracells:hardmedrive, Blast resistant ME Drive [WIP]
extracells:vibrantchamberfluid, Fluid Vibration Chamber
ExtraPlanets:tile.mercury:0, Mercury Surface Rock
ExtraPlanets:tile.mercury:1, Mercury Sub-Surface Rock
ExtraPlanets:tile.mercury:2, Mercury Stone
ExtraPlanets:tile.mercury:3, Mercury Iron Ore
ExtraPlanets:tile.mercury:4, Mercury Tin Ore
ExtraPlanets:tile.mercury:5, Mercury Copper Ore
ExtraPlanets:tile.mercury:6, Mercury Ore
ExtraPlanets:tile.mercury:7, Mercury Stone Bricks
ExtraPlanets:tile.mercury:8, Block of Mercury
ExtraPlanets:mercuryGravel, Mercury Gravel
ExtraPlanets:tile.venus:0, Venus Surface Rock
ExtraPlanets:tile.venus:1, Venus Sub-Surface Rock
ExtraPlanets:tile.venus:2, Venus Stone
ExtraPlanets:tile.venus:3, Venus Iron Ore
ExtraPlanets:tile.venus:4, Venus Tin Ore
ExtraPlanets:tile.venus:5, Venus Copper Ore
ExtraPlanets:tile.venus:6, Carbon Ore
ExtraPlanets:tile.venus:7, Block of Carbon
ExtraPlanets:tile.venus:8, Venus Stone Bricks
ExtraPlanets:tile.venus:9, Block of Titanium
ExtraPlanets:venusGravel, Venus Gravel
ExtraPlanets:venusSpawner, Unnamed Block, report to mod author.
ExtraPlanets:veunsDungeonBrick, Venus Dungeon Brick
ExtraPlanets:tile.treasureChestT4, Tier 4 Treasure Chest
ExtraPlanets:ashBlock, Ash Block
ExtraPlanets:volcanicRock, Volcanic Rock
ExtraPlanets:tile.ceres:0, Ceres Surface Rock
ExtraPlanets:tile.ceres:1, Ceres Sub-Surface Rock
ExtraPlanets:tile.ceres:2, Ceres Stone
ExtraPlanets:tile.ceres:3, Ceres Iron Ore
ExtraPlanets:tile.ceres:4, Ceres Tin Ore
ExtraPlanets:tile.ceres:5, Ceres Copper Ore
ExtraPlanets:tile.ceres:6, Ceres Uranium Ore
ExtraPlanets:tile.ceres:7, Ceres Stone Bricks
ExtraPlanets:tile.ceres:8, Block of Uranium
ExtraPlanets:ceresGravel, Ceres Gravel
ExtraPlanets:tile.jupiter:0, Jupiter Surface Rock
ExtraPlanets:tile.jupiter:1, Jupiter Sub-Surface Rock
ExtraPlanets:tile.jupiter:2, Jupiter Stone
ExtraPlanets:tile.jupiter:3, Jupiter Iron Ore
ExtraPlanets:tile.jupiter:4, Jupiter Tin Ore
ExtraPlanets:tile.jupiter:5, Jupiter Copper Ore
ExtraPlanets:tile.jupiter:6, Jupiter Palladium Ore
ExtraPlanets:tile.jupiter:7, Jupiter Nickel Ore
ExtraPlanets:tile.jupiter:8, Block of Palladium
ExtraPlanets:tile.jupiter:9, Jupiter Stone Bricks
ExtraPlanets:tile.jupiter:10, Jupiter Red Gem Ore
ExtraPlanets:tile.jupiter:11, Block of Red Gem
ExtraPlanets:tile.jupiter:12, Block of Nickel
ExtraPlanets:jupiterGravel, Jupiter Gravel
ExtraPlanets:orangeSand, Orange Sand
ExtraPlanets:orangeSandstone, Orange Sandstone
ExtraPlanets:jupiterSpawner, Unnamed Block, report to mod author.
ExtraPlanets:jupiterDungeonBrick, Jupiter Dungeon Brick
ExtraPlanets:tile.treasureChestT5, Tier 5 Treasure Chest
ExtraPlanets:tile.saturn:0, Saturn Surface Rock
ExtraPlanets:tile.saturn:1, Saturn Sub-Surface Rock
ExtraPlanets:tile.saturn:2, Saturn Stone
ExtraPlanets:tile.saturn:3, Saturn Iron Ore
ExtraPlanets:tile.saturn:4, Saturn Tin Ore
ExtraPlanets:tile.saturn:5, Saturn Copper Ore
ExtraPlanets:tile.saturn:6, Saturn Magnesium Ore
ExtraPlanets:tile.saturn:7, Block of Magnesium
ExtraPlanets:tile.saturn:8, Saturn Stone Bricks
ExtraPlanets:tile.saturn:9, Saturn Broken Infected Stone
ExtraPlanets:tile.saturn:10, Saturn Infected Stone
ExtraPlanets:tile.saturn:11, Saturn Slime Ore
ExtraPlanets:saturnGravel, Saturn Gravel
ExtraPlanets:saturnSpawner, Unnamed Block, report to mod author.
ExtraPlanets:saturnDungeonBrick, Saturn Dungeon Brick
ExtraPlanets:tile.treasureChestT6, Tier 6 Treasure Chest
ExtraPlanets:tile.uranus:0, Uranus Surface Rock
ExtraPlanets:tile.uranus:1, Uranus Sub-Surface Rock
ExtraPlanets:tile.uranus:2, Uranus Stone
ExtraPlanets:tile.uranus:3, Uranus Crystal Ore
ExtraPlanets:tile.uranus:4, Block of Crystal
ExtraPlanets:tile.uranus:5, Uranus Stone Bricks
ExtraPlanets:tile.uranus:6, Uranus White Gem Ore
ExtraPlanets:tile.uranus:7, Block of White Gem
ExtraPlanets:uranusSpawner, Unnamed Block, report to mod author.
ExtraPlanets:uranusDungeonBrick, Uranus Dungeon Brick
ExtraPlanets:tile.treasureChestT7, Tier 7 Treasure Chest
ExtraPlanets:denseIce, Dense Ice
ExtraPlanets:tile.neptune:0, Neptune Surface Rock
ExtraPlanets:tile.neptune:1, Neptune Sub-Surface Rock
ExtraPlanets:tile.neptune:2, Neptune Stone
ExtraPlanets:tile.neptune:3, Neptune Iron Ore
ExtraPlanets:tile.neptune:4, Neptune Tin Ore
ExtraPlanets:tile.neptune:5, Neptune Copper Ore
ExtraPlanets:tile.neptune:6, Neptune Zinc Ore
ExtraPlanets:tile.neptune:7, Block of Zinc
ExtraPlanets:tile.neptune:8, Neptune Stone Bricks
ExtraPlanets:tile.neptune:9, Neptune Blue Gem Ore
ExtraPlanets:tile.neptune:10, Block of Blue Gem
ExtraPlanets:neptuneSpawner, Unnamed Block, report to mod author.
ExtraPlanets:neptuneDungeonBrick, Neptune Dungeon Brick
ExtraPlanets:tile.treasureChestT8, Tier 8 Treasure Chest
ExtraPlanets:frozenNitrogen, Frozen Nitrogen
ExtraPlanets:tile.pluto:0, Pluto Surface Rock
ExtraPlanets:tile.pluto:1, Pluto Sub-Surface Rock
ExtraPlanets:tile.pluto:2, Pluto Stone
ExtraPlanets:tile.pluto:3, Pluto Iron Ore
ExtraPlanets:tile.pluto:4, Pluto Tin Ore
ExtraPlanets:tile.pluto:5, Pluto Copper Ore
ExtraPlanets:tile.pluto:6, Pluto Tungsten Ore
ExtraPlanets:tile.pluto:7, Block of Tungsten
ExtraPlanets:tile.pluto:8, Pluto Stone Bricks
ExtraPlanets:plutoSpawner, Unnamed Block, report to mod author.
ExtraPlanets:plutoDungeonBrick, Pluto Dungeon Brick
ExtraPlanets:tile.treasureChestT9, Tier 9 Treasure Chest
ExtraPlanets:plutoGravel, Pluto Gravel
ExtraPlanets:tile.eris:0, Eris Surface Rock
ExtraPlanets:tile.eris:1, Eris Sub-Surface Rock
ExtraPlanets:tile.eris:2, Eris Stone
ExtraPlanets:tile.eris:3, Eris Iron Ore
ExtraPlanets:tile.eris:4, Eris Tin Ore
ExtraPlanets:tile.eris:5, Eris Copper Ore
ExtraPlanets:tile.eris:6, Eris Stone Bricks
ExtraPlanets:tile.eris:7, Eris Dark Iron Ore
ExtraPlanets:tile.eris:8, Block of Dark Iron
ExtraPlanets:erisSpawner, Unnamed Block, report to mod author.
ExtraPlanets:erisDungeonBrick, Eris Dungeon Brick
ExtraPlanets:tile.treasureChestT10, Tier 10 Treasure Chest
ExtraPlanets:erisGravel, Eris Gravel
ExtraPlanets:tile.kepler22b:0, Kepler 22b Dirt
ExtraPlanets:tile.kepler22b:1, Kepler 22b Stone
ExtraPlanets:tile.kepler22b:2, Kepler 22b Iron Ore
ExtraPlanets:tile.kepler22b:3, Kepler 22b Tin Ore
ExtraPlanets:tile.kepler22b:4, Kepler 22b Copper Ore
ExtraPlanets:tile.kepler22b:5, Kepler 22b Dense Coal Ore
ExtraPlanets:tile.kepler22b:6, Kepler 22b Blue Diamond Ore
ExtraPlanets:tile.kepler22b:7, Kepler 22b Red Diamond Ore
ExtraPlanets:tile.kepler22b:8, Kepler 22b Purple Diamond Ore
ExtraPlanets:tile.kepler22b:9, Kepler 22b Yellow Diamond Ore
ExtraPlanets:tile.kepler22b:10, Kepler 22b Green Diamond Ore
ExtraPlanets:tile.kepler22b:11, Kepler 22b Stone Bricks
ExtraPlanets:tile.kepler22b:12, Kepler 22b Cobblestone
ExtraPlanets:tile.kepler22b:13, Kepler 22b Platinum Ore
ExtraPlanets:tile.kepler22b:14, Block of Platinum
ExtraPlanets:kepler22bGrass, Kepler 22b Grass
ExtraPlanets:kepler22bBlueGrass, Kepler 22b Blue Grass
ExtraPlanets:kepler22bPurpleGrass, Kepler 22b Purple Grass
ExtraPlanets:kepler22bRedGrass, Kepler 22b Red Grass
ExtraPlanets:kepler22bYellowGrass, Kepler 22b Yellow Grass
ExtraPlanets:kepler22bInfectedGrass, Kepler 22b Infected Grass
ExtraPlanets:tile.kepler22bFlowers:1, Kepler 22b Blue Medium Grass
ExtraPlanets:tile.kepler22bFlowers:2, Kepler 22b Blue Tall Grass
ExtraPlanets:tile.kepler22bFlowers:3, Kepler 22b Red Short Grass
ExtraPlanets:tile.kepler22bFlowers:4, Kepler 22b Red Medium Grass
ExtraPlanets:tile.kepler22bFlowers:5, Kepler 22b Red Tall Grass
ExtraPlanets:tile.kepler22bFlowers:6, Kepler 22b Purple Short Grass
ExtraPlanets:tile.kepler22bFlowers:7, Kepler 22b Purple Medium Grass
ExtraPlanets:tile.kepler22bFlowers:8, Kepler 22b Purple Tall Grass
ExtraPlanets:tile.kepler22bFlowers:9, Kepler 22b Yellow Short Grass
ExtraPlanets:tile.kepler22bFlowers:10, Kepler 22b Yellow Medium Grass
ExtraPlanets:tile.kepler22bFlowers:11, Kepler 22b Yellow Tall Grass
ExtraPlanets:tile.kepler22bFlowers:12, Kepler 22b Green Short Grass
ExtraPlanets:tile.kepler22bFlowers:13, Kepler 22b Green Medium Grass
ExtraPlanets:tile.kepler22bFlowers:14, Kepler 22b Green Tall Grass
ExtraPlanets:redSand, Red Sand
ExtraPlanets:redSandstone, Red Sandstone
ExtraPlanets:tile.europa:0, Europa Surface Rock
ExtraPlanets:tile.europa:1, Europa Sub-Surface Rock
ExtraPlanets:tile.europa:2, Europa Stone
ExtraPlanets:tile.europa:3, Europa Iron Ore
ExtraPlanets:tile.europa:4, Europa Tin Ore
ExtraPlanets:tile.europa:5, Europa Copper Ore
ExtraPlanets:europaGravel, Europa Gravel
ExtraPlanets:tile.io:0, Io Surface Rock
ExtraPlanets:tile.io:1, Io Sub-Surface Rock
ExtraPlanets:tile.io:2, Io Stone
ExtraPlanets:tile.io:3, Io Iron Ore
ExtraPlanets:tile.io:4, Io Tin Ore
ExtraPlanets:tile.io:5, Io Copper Ore
ExtraPlanets:ioGravel, Io Gravel
ExtraPlanets:tile.deimos:0, Deimos Surface Rock
ExtraPlanets:tile.deimos:1, Deimos Sub-Surface Rock
ExtraPlanets:tile.deimos:2, Deimos Stone
ExtraPlanets:tile.deimos:3, Deimos Iron Ore
ExtraPlanets:tile.deimos:4, Deimos Tin Ore
ExtraPlanets:tile.deimos:5, Deimos Copper Ore
ExtraPlanets:tile.deimos:6, Deimos Lead Ore
ExtraPlanets:deimosGravel, Deimos Gravel
ExtraPlanets:tile.phobos:0, Phobos Surface Rock
ExtraPlanets:tile.phobos:1, Phobos Sub-Surface Rock
ExtraPlanets:tile.phobos:2, Phobos Stone
ExtraPlanets:tile.phobos:3, Phobos Iron Ore
ExtraPlanets:tile.phobos:4, Phobos Tin Ore
ExtraPlanets:tile.phobos:5, Phobos Copper Ore
ExtraPlanets:tile.phobos:6, Phobos Lead Ore
ExtraPlanets:phobosGravel, Phobos Gravel
ExtraPlanets:tile.triton:0, Triton Surface Rock
ExtraPlanets:tile.triton:1, Triton Sub-Surface Rock
ExtraPlanets:tile.triton:2, Triton Stone
ExtraPlanets:tile.triton:3, Triton Iron Ore
ExtraPlanets:tile.triton:4, Triton Tin Ore
ExtraPlanets:tile.triton:5, Triton Copper Ore
ExtraPlanets:tritonGravel, Triton Gravel
ExtraPlanets:tile.callisto:0, Callisto Surface Rock
ExtraPlanets:tile.callisto:1, Callisto Sub-Surface Rock
ExtraPlanets:tile.callisto:2, Callisto Stone
ExtraPlanets:tile.callisto:3, Callisto Iron Ore
ExtraPlanets:tile.callisto:4, Callisto Tin Ore
ExtraPlanets:tile.callisto:5, Callisto Copper Ore
ExtraPlanets:callistoGravel, Callisto Gravel
ExtraPlanets:tile.ganymede:0, Ganymede Surface Rock
ExtraPlanets:tile.ganymede:1, Ganymede Sub-Surface Rock
ExtraPlanets:tile.ganymede:2, Ganymede Stone
ExtraPlanets:tile.ganymede:3, Ganymede Iron Ore
ExtraPlanets:tile.ganymede:4, Ganymede Tin Ore
ExtraPlanets:tile.ganymede:5, Ganymede Copper Ore
ExtraPlanets:ganymedeGravel, Ganymede Gravel
ExtraPlanets:tile.rhea:0, Rhea Surface Rock
ExtraPlanets:tile.rhea:1, Rhea Sub-Surface Rock
ExtraPlanets:tile.rhea:2, Rhea Stone
ExtraPlanets:tile.rhea:3, Rhea Iron Ore
ExtraPlanets:tile.rhea:4, Rhea Tin Ore
ExtraPlanets:tile.rhea:5, Rhea Copper Ore
ExtraPlanets:rheaGravel, Rhea Gravel
ExtraPlanets:tile.titan:0, Titan Surface Rock
ExtraPlanets:tile.titan:1, Titan Sub-Surface Rock
ExtraPlanets:tile.titan:2, Titan Stone
ExtraPlanets:tile.titan:3, Titan Iron Ore
ExtraPlanets:tile.titan:4, Titan Tin Ore
ExtraPlanets:tile.titan:5, Titan Copper Ore
ExtraPlanets:tile.titan:6, Titan Methane Surface
ExtraPlanets:tile.titan:7, Titan Methane Sub-Surface
ExtraPlanets:tile.titan:8, Titan Rocks
ExtraPlanets:titanGravel, Titan Gravel
ExtraPlanets:oberon:0, Oberon Surface Rock
ExtraPlanets:oberon:1, Oberon Sub-Surface Rock
ExtraPlanets:oberon:2, Oberon Stone
ExtraPlanets:oberon:3, Oberon Iron Ore
ExtraPlanets:oberon:4, Oberon Tin Ore
ExtraPlanets:oberon:5, Oberon Copper Ore
ExtraPlanets:oberonGravel, Oberon Gravel
ExtraPlanets:titania:0, Titania Surface Rock
ExtraPlanets:titania:1, Titania Sub-Surface Rock
ExtraPlanets:titania:2, Titania Stone
ExtraPlanets:titania:3, Titania Iron Ore
ExtraPlanets:titania:4, Titania Tin Ore
ExtraPlanets:titania:5, Titania Copper Ore
ExtraPlanets:titaniaGravel, Titania Gravel
ExtraPlanets:iapetus:0, Iapetus Surface Rock
ExtraPlanets:iapetus:1, Iapetus Sub-Surface Rock
ExtraPlanets:iapetus:2, Iapetus Stone
ExtraPlanets:iapetus:3, Iapetus Iron Ore
ExtraPlanets:iapetus:4, Iapetus Tin Ore
ExtraPlanets:iapetus:5, Iapetus Copper Ore
ExtraPlanets:iapetus:6, Iapetus Ice
ExtraPlanets:iapetusGravel, Iapetus Gravel
ExtraPlanets:fossil, Fossil Block
ExtraPlanets:nuclearBomb, Nuclear Bomb
ExtraPlanets:fireBomb, Fire Bomb
ExtraPlanets:tile.advancedLaunchPad:0, Tier 2 Rocket Launch Pad
ExtraPlanets:tile.advancedLaunchPad:1, Tier 3 Rocket Launch Pad
ExtraPlanets:tile.advancedLaunchPad:2, Vehicle Charging Pad
ExtraPlanets:tile.advancedLaunchPadFull, Tier 2/3 Launch Pad
ExtraPlanets:tile.decorativeBlocks:0, Marble
ExtraPlanets:tile.decorativeBlocks:1, Marble Bricks
ExtraPlanets:tile.decorativeBlocks:2, Snow Bricks
ExtraPlanets:tile.decorativeBlocks:3, Ice Bricks
ExtraPlanets:tile.decorativeBlocks:4, Fire Bricks
ExtraPlanets:tile.decorativeBlocks:5, Black/White Tiled Floor
ExtraPlanets:tile.decorativeBlocks:6, Marble Tiled Floor
ExtraPlanets:tile.decorativeBlocks:7, Marble Broken Tiled Floor
ExtraPlanets:tile.decorativeBlocks:8, Metal Mesh Floor
ExtraPlanets:tile.decorativeBlocks:9, Frozen Nitrogen Bricks
ExtraPlanets:tile.decorativeBlocks:10, Volcanic Rock Bricks
ExtraPlanets:tile.decorativeBlocks:11, Carbon Tiled Floor
ExtraPlanets:tile.decorativeBlocks:12, Carbon Broken Tiled Floor
ExtraPlanets:tile.decorativeBlocks:13, Magnesium Tiled Floor
ExtraPlanets:tile.decorativeBlocks:14, Magnesium Broken Tiled Floor
ExtraPlanets:tile.decorativeBlocks:15, Ash Bricks
ExtraPlanets:tile.decorativeBlocks2:0, White Block
ExtraPlanets:tile.decorativeBlocks2:1, Red Block
ExtraPlanets:tile.decorativeBlocks2:2, Blue Block
ExtraPlanets:tile.decorativeBlocks2:3, Light Blue Block
ExtraPlanets:tile.decorativeBlocks2:4, Yellow Block
ExtraPlanets:tile.decorativeBlocks2:5, Green Block
ExtraPlanets:slimeBlock, Slime Block
ExtraPlanets:tile.diamond_grit, Diamond Grit
ExtraPlanets:tile.gold_grit, Gold Grit
ExtraPlanets:tile.iron_grit, Iron Grit
ExtraPlanets:tile.coal_grit, Coal Grit
ExtraPlanets:tile.emerald_grit, Emerald Grit
ExtraPlanets:tile.kepler22bMapleLogs:0, Kepler 22b Blue Maple Log
ExtraPlanets:tile.kepler22bMapleLogs:1, Kepler 22b Red Maple Log
ExtraPlanets:tile.kepler22bMapleLogs:2, Kepler 22b Purple Maple Log
ExtraPlanets:tile.kepler22bMapleLogs:3, Kepler 22b Yellow Maple Log
ExtraPlanets:tile.kepler22bMapleLogs2:0, Kepler 22b Green Maple Log
ExtraPlanets:tile.kepler22bMapleLogs2:1, Kepler 22b Brown Maple Log
ExtraPlanets:tile.kepler22bMapleSaplings:0, Kepler 22b Blue Maple Sapling
ExtraPlanets:tile.kepler22bMapleSaplings:1, Kepler 22b Red Maple Sapling
ExtraPlanets:tile.kepler22bMapleSaplings:2, Kepler 22b Purple Maple Sapling
ExtraPlanets:tile.kepler22bMapleSaplings:3, Kepler 22b Yellow Maple Sapling
ExtraPlanets:tile.kepler22bMapleSaplings:4, Kepler 22b Green Maple Sapling
ExtraPlanets:tile.kepler22bMapleSaplings:5, Kepler 22b Brown Maple Sapling
ExtraPlanets:tile.kepler22bNewMapleLeaves:0, Kepler 22b Blue Maple Leaves
ExtraPlanets:tile.kepler22bNewMapleLeaves:1, Kepler 22b Red Maple Leaves
ExtraPlanets:tile.kepler22bNewMapleLeaves:2, Kepler 22b Purple Maple Leaves
ExtraPlanets:tile.kepler22bNewMapleLeaves:3, Kepler 22b Yellow Maple Leaves
ExtraPlanets:tile.kepler22bNewMapleLeaves2:0, Kepler 22b Green Maple Leaves
ExtraPlanets:tile.kepler22bNewMapleLeaves2:1, Kepler 22b Brown Maple Leaves
ExtraPlanets:tile.kepler22bPlanks:0, Kepler 22b Blue Wooden Planks
ExtraPlanets:tile.kepler22bPlanks:1, Kepler 22b Red Wooden Planks
ExtraPlanets:tile.kepler22bPlanks:2, Kepler 22b Purple Wooden Planks
ExtraPlanets:tile.kepler22bPlanks:3, Kepler 22b Yellow Wooden Planks
ExtraPlanets:tile.kepler22bPlanks:4, Kepler 22b Green Wooden Planks
ExtraPlanets:tile.kepler22bPlanks:5, Kepler 22b Brown Wooden Planks
ExtraPlanets:mercuryStonehalfslab:0, Mercury Stone Slab
ExtraPlanets:mercuryStonefullslab:0, Mercury Stone Slab
ExtraPlanets:mercuryStoneStairs, Mercury Stone Stairs
ExtraPlanets:mercuryStoneBrickStairs, Mercury Stone Bricks Stairs
ExtraPlanets:venusStonehalfslab:0, Venus Stone Slab
